Nome,Desenvolvedor,Distribuidora,Indie,Quantidade de Review,Review Médio,Plataforma,Singleplayer,Multiplayer,Data de Lançamento,Linguagens Interface,Linguagens Dublagem,Linguagens Legenda,Processador,Memória Ram,Placa de Vídeo,Espaço em Disco,Preço
Beat Saber,Beat Games ,Beat Games ,Não,39715,Overwhelmingly Positive,1,Sim,Sim,21 May 2019,1,0,0,INTEL-CORE-I7-,8,NVIDIA-GTX-1060,0.2,"57,99"
Totally Accurate Battle Simulator,Landfall ,Landfall ,Sim,44072,Overwhelmingly Positive,2,Sim,Não,1 Apr 2019,1,0,0,INTEL-CORE-I7-4770,8,NVIDIA-GEFORCE-GTX-970,6,"28,99"
Devil May Cry 5,"CAPCOM Co., Ltd. ","CAPCOM Co., Ltd. ",Não,29590,Very Positive,1,Sim,Sim,7 Mar 2019,12,2,12,outros,8,outros,35,"74,99"
Barotrauma,"FakeFish, Undertow Games ",Daedalic Entertainment ,Sim,6230,Overwhelmingly Positive,3,Sim,Sim,5 Jun 2019,13,0,13,outros,8,GEFORCE-GTX-950,1,"5,99"
Resident Evil 7 Biohazard,"CAPCOM Co., Ltd. ","CAPCOM Co., Ltd. ",Não,21988,Very Positive,1,Sim,Sim,23 Jan 2017,13,6,13,outros,8,outros,24,"69,99"
Graveyard Keeper,Lazy Bear Games ,tinyBuild ,Sim,14750,Very Positive,3,Sim,Não,15 Aug 2018,11,0,11,,,,,"37,99"
SPORE™,Maxis™ ,Electronic Arts ,Não,26818,Overwhelmingly Positive,1,Não,Não,19 Dec 2008,15,0,0,,,,,"59,00"
Call of Duty®: Black Ops II,Treyarch ,Activision ,Não,11160,Very Positive,1,Sim,Sim,12 Nov 2012,5,5,0,,,,,"109,99"
Door Kickers: Action Squad,"PixelShard, KillHouse Games ",KillHouse Games ,Sim,4091,Overwhelmingly Positive,1,Sim,Sim,10 Sep 2018,11,1,0,outros,1,outros,0.1,"10,98"
Age of Empires: Definitive Edition,"Forgotten Empires, Tantalus ",Xbox Game Studios ,Não,5180,Very Positive,1,Sim,Sim,19 Aug 2019,13,9,13,outros,16,NVIDIA-GTX-650,20,"35,95"
Gunfire Reborn,Duoyi (Hong Kong) Interactive Entertainment Limited ,Duoyi (Hong Kong) Interactive Entertainment Limited ,Sim,24357,Overwhelmingly Positive,1,Sim,Sim,22 May 2020,17,0,17,INTEL-CORE-I5-7500,8,outros,4,"24,89"
Mortal Kombat X,"NetherRealm Studios, QLOC ",Warner Bros. Interactive Entertainment ,Não,23101,Very Positive,1,Sim,Sim,13 Apr 2015,8,6,8,INTEL-CORE-I7-3770,8,NVIDIA-GEFORCE-GTX-660,44,"59,90"
CarX Drift Racing Online,"CarX Technologies, LLC ","CarX Technologies, LLC ",Não,9846,Overwhelmingly Positive,1,Sim,Sim,17 Nov 2017,10,0,0,outros,8,GEFORCE-1050,4,"28,99"
Hero Siege,"Elias Viglione, Jussi Kukkonen ",Panic Art Studios ,Sim,18445,Very Positive,3,Sim,Sim,29 Jan 2014,8,1,0,outros,6,outros,0.9,"14,99"
Sniper Elite 4,Rebellion ,Rebellion ,Não,22514,Very Positive,1,Sim,Sim,13 Feb 2017,10,7,10,INTEL-CPU-CORE-I7-3770,8,GEFORCE-GTX-970,,"105,99"
Far Cry® New Dawn,"Ubisoft Montreal, Ubisoft Kiev, Ubisoft Shanghai ",Ubisoft ,Não,13315,Mostly Positive,1,Sim,Sim,15 Feb 2019,15,8,15,INTEL-CORE-I7-4790,8,NVIDIA-GEFORCE-GTX-970,30,"119,99"
Persona 4 Golden,ATLUS ,SEGA ,Não,33086,Overwhelmingly Positive,1,Sim,Não,13 Jun 2020,4,2,4,INTEL-CORE-I5-650,4,NVIDIA-GEFORCE-GTX-460,14,"67,99"
Counter-Strike,Valve ,Valve ,Não,98314,Overwhelmingly Positive,3,Não,Sim,1 Nov 2000,8,8,0,,,,,"20,69"
NieR:Automata™,"Square Enix, PlatinumGames Inc. ",Square Enix ,Não,52549,Very Positive,1,Sim,Não,17 Mar 2017,6,2,6,INTEL-CORE-I5-4670,8,NVIDIA-GEFORCE-GTX-980,50,"107,00"
Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux) ","Square Enix, Feral interactive (Mac), Feral Interactive (Linux) ",Não,144550,Overwhelmingly Positive,3,Sim,Não,29 Jan 2015,6,1,6,outros,2,NVIDIA-GEFORCE-GTX-260,14,Free To Play
Streamer Life Simulator,Cheesecake Dev ,Cheesecake Dev ,Sim,1575,Very Positive,1,Sim,Não,21 Aug 2020,10,0,10,outros,6,GEFORCE-GTX-970,5,"37,99"
Resident Evil 5,Capcom ,Capcom ,Não,13806,Very Positive,1,Sim,Sim,15 Sep 2009,9,1,11,outros,4,outros,,"39,99"
Friday the 13th: The Game,IllFonic ,Gun Media ,Não,43106,Very Positive,1,Sim,Sim,26 May 2017,6,1,1,INTEL-CORE-I3-3240,6.144,GEFORCE-GTX-750-TI,4,"28,99"
Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto ",Rockstar Games ,Não,59693,Very Positive,1,Sim,Sim,24 Mar 2020,5,1,5,,,,,"79,00"
Temtem,Crema ,Humble Games ,Sim,22569,Overwhelmingly Positive,1,Não,Não,21 Jan 2020,8,0,8,outros,8,NVIDIA-GTX-970,5,"79,00"
The Sims™ 3,The Sims Studio ,Electronic Arts ,Não,20251,Very Positive,1,Sim,Sim,2 Jun 2009,17,0,0,,,,,"79,00"
Fallout: New Vegas,Obsidian Entertainment ,Bethesda Softworks ,Não,85683,Overwhelmingly Positive,1,Sim,Não,19 Oct 2010,5,0,0,,,,,"19,99"
Wreckfest,Bugbear ,THQ Nordic ,Sim,17083,Very Positive,1,Sim,Sim,14 Jun 2018,12,0,0,outros,8,outros,15,"82,45"
Subnautica: Below Zero,Unknown Worlds Entertainment ,Unknown Worlds Entertainment ,Sim,24616,Very Positive,2,Sim,Não,30 Jan 2019,1,1,1,INTEL-CORE-I5-,8,NVIDIA-1050-TI,15,"37,99"
Startup Company,Hovgaard Games ,Hovgaard Games ,Sim,4186,Overwhelmingly Positive,3,Sim,Não,10 Apr 2020,13,0,0,,,,,"26,89"
Yakuza 0,SEGA ,SEGA ,Não,22354,Overwhelmingly Positive,1,Sim,Não,1 Aug 2018,2,1,2,,,,,"67,99"
One Step From Eden,Thomas Moon Kang ,"Humble Games, Maple Whispering Limited ",Sim,3345,Overwhelmingly Positive,3,Não,Sim,26 Mar 2020,13,0,0,,,,,"20,69"
Noita,Nolla Games ,Nolla Games ,Sim,21629,Overwhelmingly Positive,1,Não,Não,15 Oct 2020,11,0,0,outros,8,outros,2.5,"37,99"
Worms W.M.D,Team17 Digital Ltd ,Team17 Digital Ltd ,Não,3764,Very Positive,3,Sim,Sim,23 Aug 2016,9,9,9,outros,4,GEFORCE-GTX-750,,"79,90"
rFactor 2,Studio 397 ,Studio 397 ,Não,2710,Very Positive,1,Sim,Sim,28 Mar 2013,1,0,0,outros,8,NVIDIA-GTX-760,60,"61,99"
Celeste,Matt Makes Games Inc. ,Matt Makes Games Inc. ,Sim,25221,Overwhelmingly Positive,3,Sim,Não,25 Jan 2018,9,0,9,,,,,"36,99"
Dawn of Man,Madruga Works ,Madruga Works ,Sim,10354,Very Positive,2,Sim,Sim,1 Mar 2019,4,0,4,INTEL-CORE-I5-,8,outros,2,"47,49"
Microsoft Flight Simulator X: Steam Edition,Microsoft Game Studios ,Xbox Game Studios ,Não,16673,Very Positive,1,Sim,Sim,16 Oct 2006,1,0,0,,,,,"45,99"
FOR HONOR™,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte ",Ubisoft ,Não,50758,Very Positive,1,Sim,Sim,13 Feb 2017,14,8,15,INTEL-CORE-I5-2500K,8,outros,40,"44,99"
The Henry Stickmin Collection,PuffballsUnited ,Innersloth ,Sim,16113,Overwhelmingly Positive,2,Sim,Não,7 Aug 2020,1,1,1,outros,8,outros,1,"28,99"
Divinity: Original Sin 2 - Definitive Edition,Larian Studios ,Larian Studios ,Não,94636,Overwhelmingly Positive,2,Não,Sim,14 Sep 2017,11,1,11,INTEL-CORE-I7-,8,NVIDIA-GEFORCE-GTX-770,60,"90,99"
Forager,HopFrog ,Humble Games ,Sim,16598,Very Positive,1,Sim,Sim,18 Apr 2019,11,0,0,,,,,"37,99"
Sakuna: Of Rice and Ruin,Edelweiss ,"XSEED Games, Marvelous USA, Inc. ",Sim,1654,Very Positive,1,Sim,Não,10 Nov 2020,4,2,4,INTEL-CORE-I5-7500,6,NVIDIA-GTX-1060,7,"75,49"
Darkest Dungeon®,Red Hook Studios ,Red Hook Studios ,Sim,72779,Overwhelmingly Positive,3,Sim,Não,19 Jan 2016,12,1,12,,4,outros,2,"45,99"
DARK SOULS™ II: Scholar of the First Sin,"FromSoftware, Inc ","BANDAI NAMCO Entertainment, FromSoftware, Inc ",Não,36277,Very Positive,1,Sim,Sim,1 Apr 2015,10,1,10,outros,8,outros,23,"79,99"
Middle-earth™: Shadow of Mordor™,"Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux) ","Warner Bros. Games, Feral Interactive (Mac) ",Não,40349,Very Positive,3,Sim,Não,30 Sep 2014,8,6,8,INTEL-CORE-I7-3770,8,NVIDIA-GEFORCE-GTX-660,57,"49,99"
Hand Simulator,HFM Games ,HFM Games ,Não,20734,Very Positive,1,Sim,Sim,18 Jul 2017,1,0,0,,,,,"4,29"
Cooking Simulator,Big Cheese Studio ,PlayWay S.A. ,Sim,7336,Very Positive,1,Sim,Não,6 Jun 2019,12,1,12,outros,16,outros,6,"37,99"
Project Winter,Other Ocean Interactive ,Other Ocean Group ,Sim,9966,Very Positive,1,Não,Sim,23 May 2019,13,0,0,outros,8,outros,3,"37,99"
Firefighting Simulator - The Squad,Chronos Unterhaltungssoftware ,astragon Entertainment ,Não,1434,Very Positive,1,Sim,Sim,17 Nov 2020,13,1,13,INTEL-CORE-I7-3820,16,GEFORCE-GTX-1070,25,"67,99"
Visage,SadSquare Studio ,SadSquare Studio ,Sim,3495,Very Positive,1,Sim,Sim,29 Oct 2020,21,1,21,outros,8,outros,10,"65,99"
The Survivalists,Team17 Digital Ltd ,Team17 Digital Ltd ,Sim,1198,Very Positive,1,Sim,Sim,9 Oct 2020,14,0,14,INTEL-CORE-I5-2300,4,outros,,Free To Play
Tricky Towers,WeirdBeard ,WeirdBeard ,Sim,5835,Very Positive,3,Sim,Sim,2 Aug 2016,20,0,0,,,,,"27,99"
Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd., Abstraction Games ","Spike Chunsoft Co., Ltd. ",Não,11371,Overwhelmingly Positive,3,Sim,Não,18 Apr 2016,3,2,3,outros,4,outros,6,"36,99"
UnderMine,Thorium ,Thorium ,Sim,5154,Overwhelmingly Positive,3,Sim,Não,6 Aug 2020,10,0,10,outros,8,GEFORCE-GTX-480,2,"8,71"
NBA 2K20,Visual Concepts ,2K ,Não,41172,Mixed,1,Sim,Sim,5 Sep 2019,9,2,0,outros,8,outros,80,"119,00"
Overcooked,Ghost Town Games Ltd. ,Team17 Digital Ltd ,Sim,8641,Very Positive,1,Sim,Sim,3 Aug 2016,7,0,7,,,,,"3,14"
Spiritfarer®,Thunder Lotus Games ,Thunder Lotus Games ,Sim,4578,Overwhelmingly Positive,3,Não,Não,18 Aug 2020,11,0,11,,,,,"57,99"
Ultimate Chicken Horse,Clever Endeavour Games ,Clever Endeavour Games ,Sim,14078,Overwhelmingly Positive,3,Não,Sim,4 Mar 2016,15,15,0,outros,4,outros,2,"27,99"
Age of Empires II (2013),"Skybox Labs, Hidden Path Entertainment, Ensemble Studios, Forgotten Empires ",Xbox Game Studios ,Não,69452,Overwhelmingly Positive,1,Sim,Sim,9 Apr 2013,11,7,0,,,,,"36,99"
Assassin's Creed® Unity,Ubisoft ,Ubisoft ,Não,27884,Very Positive,1,Sim,Sim,11 Nov 2014,13,7,14,INTEL-CORE-I7-3770,8,NVIDIA-GEFORCE-GTX-780,50,"89,99"
GRIS,Nomada Studio ,Devolver Digital ,Sim,30788,Overwhelmingly Positive,2,Sim,Não,13 Dec 2018,10,0,0,,,,,"32,99"
Worms Armageddon,Team17 Digital Ltd ,Team17 Digital Ltd ,Não,3973,Overwhelmingly Positive,1,Sim,Sim,31 May 1999,9,1,0,,,,,"27,99"
Need for Speed™ Payback,Ghost Games ,Electronic Arts ,Não,2335,Very Positive,1,Sim,Sim,6 Nov 2017,11,8,11,outros,8,NVIDIA-GEFORCE-GTX-1060,30,"89,00"
KovaaK 2.0,The Meta ,The Meta ,Sim,12535,Very Positive,1,Sim,Sim,3 Apr 2018,1,0,0,outros,8,outros,8,"20,69"
Company of Heroes 2,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux) ","SEGA, Feral Interactive (Mac), Feral Interactive (Linux) ",Não,44054,Very Positive,3,Sim,Sim,25 Jun 2013,8,6,8,outros,4,GEFORCE-GTX-470,,"36,99"
Beyond: Two Souls,Quantic Dream ,Quantic Dream ,Não,4471,Overwhelmingly Positive,1,Sim,Não,18 Jun 2020,23,12,23,INTEL-CORE-I5-6600K,8,NVIDIA-GEFORCE-GTX-970,49,"64,99"
Planet Coaster,"Frontier Developments, Aspyr (Mac) ","Frontier Developments, Aspyr (Mac) ",Não,34743,Very Positive,2,Sim,Não,17 Nov 2016,9,0,0,outros,12,NVIDIA-GTX-980,8,"81,99"
Mars Horizon,Auroch Digital ,The Irregular Corporation ,Sim,1042,Very Positive,1,Sim,Não,17 Nov 2020,8,0,0,,,,,"37,99"
Surviving Mars,Haemimont Games ,Paradox Interactive ,Não,9509,Very Positive,3,Sim,Não,15 Mar 2018,8,1,1,outros,8,GEFORCE-750-TI,6,"57,99"
Black Mesa,Crowbar Collective ,Crowbar Collective ,Sim,49046,Overwhelmingly Positive,2,Sim,Sim,6 Mar 2020,7,1,8,outros,8,outros,20,"36,99"
Dead Space,EA Redwood Shores ,Electronic Arts ,Não,11340,Very Positive,1,Sim,Não,20 Oct 2008,5,0,0,,,,,"59,00"
Counter-Strike: Source,Valve ,Valve ,Não,72362,Overwhelmingly Positive,3,Sim,Sim,1 Nov 2004,12,0,0,,,,,"20,69"
Nioh: Complete Edition / 仁王 Complete Edition,"KOEI TECMO GAMES CO., LTD. ","KOEI TECMO GAMES CO., LTD. ",Não,17783,Very Positive,1,Sim,Sim,7 Nov 2017,13,2,13,outros,8,outros,80,"93,99"
Bully: Scholarship Edition,Rockstar New England ,Rockstar Games ,Não,11887,Very Positive,1,Sim,Sim,21 Oct 2008,5,1,5,,,,,"39,99"
The Walking Dead: Saints & Sinners,Skydance Interactive ,Skydance Interactive ,Não,3478,Very Positive,1,Sim,Sim,23 Jan 2020,7,1,7,outros,16,NVIDIA-GTX-1070,40,"75,49"
Left 4 Dead,Valve ,Valve ,Não,23358,Overwhelmingly Positive,2,Sim,Sim,17 Nov 2008,17,5,0,INTEL-CORE-2-DUO,1,NVIDIA-7600,,"20,69"
Outlast,Red Barrels ,Red Barrels ,Sim,41107,Overwhelmingly Positive,3,Sim,Sim,4 Sep 2013,9,1,9,outros,3,NVIDIA-GTX-460,5,"37,99"
Golf It!,Perfuse Entertainment ,Perfuse Entertainment ,Sim,8645,Very Positive,1,Sim,Sim,17 Feb 2017,9,0,0,outros,8,NVIDIA-780,10,"17,99"
Democracy 4,Positech Games ,Positech Games ,Sim,641,Very Positive,1,Não,Não,6 Oct 2020,2,1,0,outros,4,outros,0.8,"57,99"
Sally Face,Steve Gabry ,Portable Moose ,Sim,5463,Overwhelmingly Positive,3,Sim,Não,14 Dec 2016,6,0,6,,,,,"6,29"
Stoneshard,Ink Stains Games ,HypeTrain Digital ,Sim,14912,Very Positive,2,Sim,Não,6 Feb 2020,10,0,10,INTEL-CORE-2-,2,GEFORCE-7600,0.5,"20,69"
Metro Exodus,4A Games ,Deep Silver  ,Não,36603,Overwhelmingly Positive,1,Sim,Não,14 Feb 2019,11,8,14,INTEL-CORE-I7-4770K,8,GEFORCE-GTX-1070,59,"74,99"
Batman™: Arkham Knight,Rocksteady Studios ,Warner Bros. Interactive Entertainment ,Não,35806,Very Positive,1,Sim,Não,23 Jun 2015,9,6,9,INTEL-CORE-I7-3770,8,NVIDIA-GEFORCE-GTX-760,55,"49,99"
Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co., Ltd., Abstraction Games ","Spike Chunsoft Co., Ltd. ",Não,13936,Overwhelmingly Positive,3,Sim,Não,18 Feb 2016,3,2,3,outros,4,outros,6,"36,99"
Elite Dangerous,Frontier Developments ,Frontier Developments ,Não,47697,Very Positive,1,Sim,Sim,2 Apr 2015,6,1,0,INTEL-CORE-I7-3770K,8,NVIDIA-GTX-770,25,"95,99"
People Playground,mestiez ,Studio Minus ,Sim,17188,Overwhelmingly Positive,1,Sim,Sim,23 Jul 2019,1,0,0,outros,16,outros,0.5,"20,69"
Creeper World 4,Knuckle Cracker ,Knuckle Cracker ,Sim,537,Overwhelmingly Positive,1,Sim,Não,3 Dec 2020,1,0,0,outros,8,outros,4,4
Disgaea 5 Complete,"Nippon Ichi Software, Inc. ","NIS America, Inc. ",Não,1762,Very Positive,1,Sim,Não,22 Oct 2018,5,2,5,INTEL-CORE-I5-6500,8,GEFORCE-GTX-750-TI,20,"4,35"
Outer Wilds,Mobius Digital ,Annapurna Interactive ,Não,12427,Overwhelmingly Positive,1,Sim,Sim,18 Jun 2020,12,1,12,INTEL-CORE-I5-8400,8,NVIDIA-GEFORCE-GTX-1060,8,"47,49"
Assassin’s Creed® IV Black Flag™,Ubisoft Montreal ,Ubisoft ,Não,36758,Very Positive,1,Sim,Sim,19 Nov 2013,16,7,16,INTEL-CORE-I5-2400,4,NVIDIA-GEFORCE-GTX-470,30,"59,99"
Middle-earth™: Shadow of War™,Monolith Productions ,WB Games ,Não,36625,Very Positive,1,Sim,Não,9 Oct 2017,13,7,13,INTEL-CORE-I7-3770,12,NVIDIA-GTX-970,70,Free To Play
Heavy Rain,Quantic Dream ,Quantic Dream ,Não,2161,Very Positive,1,Sim,Não,18 Jun 2020,17,10,17,INTEL-CORE-I5-6600K,8,NVIDIA-GEFORCE-GTX-970,35,"64,99"
Blasphemous,The Game Kitchen ,Team17 Digital Ltd ,Sim,7998,Very Positive,3,Sim,Não,10 Sep 2019,9,2,9,INTEL-CORE-I5-750,4,GEFORCE-GTX-650,4,Free To Play
"Papers, Please",Lucas Pope ,3909 ,Sim,34464,Overwhelmingly Positive,3,Sim,Não,8 Aug 2013,9,0,0,,,,,"16,99"
F1® 2019,Codemasters ,Codemasters ,Não,11253,Very Positive,1,Sim,Sim,27 Jun 2019,9,7,9,outros,16,NVIDIA-GTX-1660,80,"75,49"
Slasher's Keep,Damian Schloter ,Damian Schloter ,Sim,1002,Very Positive,1,Não,Não,19 Nov 2020,1,1,0,,4,GEFORCE-GTX-770,2.5,"27,89"
X-Plane 11,Laminar Research ,Laminar Research ,Não,8941,Very Positive,3,Sim,Sim,30 Mar 2017,7,1,1,INTEL-CORE-I5-6600K,16,outros,65,"73,91"
Monster Boy and the Cursed Kingdom,Game Atelier ,FDG Entertainment ,Sim,1058,Very Positive,1,Sim,Não,25 Jul 2019,11,0,11,,,,,Free To Play
Spelunky 2,"Mossmouth, BlitWorks ",Mossmouth ,Sim,7317,Overwhelmingly Positive,1,Não,Não,29 Sep 2020,7,0,0,,,,,"37,99"
Outward,Nine Dots Studio ,Deep Silver ,Não,10509,Very Positive,1,Sim,Sim,26 Mar 2019,12,3,12,INTEL-CORE-I5-2400,8,NVIDIA-GTX-960,15,"90,00"
Foundation,Polymorph Games ,Polymorph Games ,Sim,6215,Very Positive,1,Sim,Não,1 Feb 2019,24,0,24,outros,8,outros,,"57,99"
Heroes of Hammerwatch,Crackshell ,"Crackshell, Surefire.Games ",Sim,3907,Very Positive,2,Sim,Sim,1 Mar 2018,3,0,3,,,,,"24,89"
Yakuza Kiwami 2,SEGA ,SEGA ,Não,4240,Overwhelmingly Positive,1,Sim,Não,9 May 2019,2,1,2,INTEL-CORE-I7-6700,16,GEFORCE-GTX-1070,42,"102,99"
Dead Space™ 2,Visceral Games ,Electronic Arts ,Não,11389,Overwhelmingly Positive,1,Sim,Sim,27 Jan 2011,6,4,0,,,,,"59,00"
GTFO,10 Chambers ,10 Chambers ,Não,15754,Overwhelmingly Positive,1,Não,Sim,9 Dec 2019,1,1,0,INTEL-CORE-I7-4790K,16,NVIDIA-GEFORCE-GTX-970,15,"65,99"
Command & Conquer™ Remastered Collection,"Petroglyph, Lemon Sky Studios ",Electronic Arts ,Não,17014,Overwhelmingly Positive,1,Sim,Sim,5 Jun 2020,8,3,0,INTEL-CORE-I5-4690K,4,NVIDIA-GEFORCE-GTX-660,32,"59,00"
Mount & Blade: Warband,TaleWorlds Entertainment ,TaleWorlds Entertainment ,Não,93444,Overwhelmingly Positive,3,Sim,Sim,31 Mar 2010,10,0,0,outros,1,outros,,"29,99"
BioShock Infinite,"Irrational Games, Virtual Programming (Linux) ",2K ,Não,76431,Very Positive,3,Sim,Não,25 Mar 2013,11,6,11,outros,4,,,"89,99"
Insurgency: Sandstorm,New World Interactive ,Focus Home Interactive ,Não,47397,Very Positive,1,Não,Sim,12 Dec 2018,23,1,23,INTEL-CORE-I7-8700,16,NVIDIA-GEFORCE-GTX-980,40,"79,90"
Titanfall® 2,Respawn Entertainment ,Electronic Arts ,Não,36403,Overwhelmingly Positive,1,Sim,Sim,28 Oct 2016,10,10,0,INTEL-CORE-I5-6600,16,NVIDIA-GEFORCE-GTX-1060,45,"89,00"
Bloodstained: Ritual of the Night,ArtPlay ,505 Games ,Não,18278,Very Positive,1,Sim,Sim,18 Jun 2019,11,2,11,INTEL-CORE-I5-4590,8,GEFORCE-GTX-1050-TI,10,"75,49"
THE KING OF FIGHTERS XIII STEAM EDITION,SNK CORPORATION ,SNK CORPORATION ,Não,5192,Very Positive,1,Sim,Sim,13 Sep 2013,9,1,0,INTEL-CORE-I5-2300,4,outros,5,"36,99"
Farm Together,Milkstone Studios ,Milkstone Studios ,Sim,9395,Very Positive,3,Sim,Sim,11 Oct 2018,24,0,0,outros,6,GEFORCE-960,,"37,99"
Golf With Your Friends,Blacklight Interactive ,Team17 Digital Ltd ,Sim,25500,Overwhelmingly Positive,3,Sim,Sim,19 May 2020,9,0,9,outros,4,outros,4,"6,10"
Scrap Mechanic,Axolot Games ,Axolot Games ,Sim,54508,Overwhelmingly Positive,1,Sim,Sim,19 Jan 2016,11,0,0,INTEL-CORE-I5-6600K,16,NVIDIA-GEFORCE-GTX-970,15,"36,99"
Pathologic 2,Ice-Pick Lodge ,tinyBuild ,Sim,3592,Very Positive,1,Sim,Não,23 May 2019,2,2,2,outros,16,NVIDIA-GEFORCE-GTX-970,25,"65,99"
Kenshi,Lo-Fi Games ,Lo-Fi Games ,Sim,33233,Overwhelmingly Positive,1,Sim,Não,6 Dec 2018,9,7,9,,,,,"57,99"
Victoria II,Paradox Development Studio ,Paradox Interactive ,Não,8115,Very Positive,1,Sim,Sim,30 Aug 2010,3,0,0,,,,,"37,90"
Need for Speed™ Rivals,Criterion Software ,Electronic Arts ,Não,1336,Very Positive,1,Sim,Sim,19 Nov 2013,11,7,0,outros,8,outros,30,"59,00"
Thronebreaker: The Witcher Tales,CD PROJEKT RED ,CD PROJEKT RED ,Não,8834,Very Positive,1,Sim,Sim,9 Nov 2018,13,13,13,INTEL-CORE-I3-6100,4,NVIDIA-GEFORCE-GTX-660,8,"22,79"
Sid Meier's Civilization® V,"Firaxis Games, Aspyr (Mac), Aspyr (Linux) ","2K, Aspyr (Mac), Aspyr (Linux) ",Não,104405,Overwhelmingly Positive,3,Sim,Sim,23 Sep 2010,10,5,10,outros,4,NVIDIA-9800,,"44,99"
Baldur's Gate: Enhanced Edition,Beamdog ,Beamdog ,Não,7712,Overwhelmingly Positive,3,Sim,Sim,16 Jan 2013,15,6,15,,,,,"36,99"
The Jackbox Party Pack 7,"Jackbox Games, Inc. ","Jackbox Games, Inc. ",Sim,941,Overwhelmingly Positive,3,Sim,Sim,14 Oct 2020,1,1,1,outros,8,GEFORCE-600,3,"57,99"
Universe Sandbox,Giant Army ,Giant Army ,Não,10241,Overwhelmingly Positive,3,Sim,Não,24 Aug 2015,26,0,0,outros,8,outros,,"57,99"
Portal,Valve ,Valve ,Não,64170,Overwhelmingly Positive,2,Sim,Não,10 Oct 2007,17,6,0,,,,,"20,69"
Pathfinder: Kingmaker - Enhanced Plus Edition,Owlcat Games ,Deep Silver ,Não,15261,Mostly Positive,3,Sim,Não,25 Sep 2018,5,1,5,INTEL-CORE-I7-,8,NVIDIA-GEFORCE-GTX-960,30,"37,99"
Killing Floor 2,Tripwire Interactive ,Tripwire Interactive ,Não,64688,Very Positive,1,Sim,Sim,18 Nov 2016,12,6,0,outros,4,GEFORCE-GTX-560,100,"55,99"
Endzone - A World Apart,Gentlymad Studios ,"Assemble Entertainment, WhisperGames ",Sim,2050,Very Positive,1,Sim,Não,2 Apr 2020,9,0,9,,,,,"47,49"
Magicka 2,Pieces Interactive ,Paradox Interactive ,Não,6086,Very Positive,3,Sim,Sim,26 May 2015,8,0,8,INTEL-CORE-I5-2300,4,GEFORCE-640,3,"27,99"
The Elder Scrolls IV: Oblivion® Game of the Year Edition,Bethesda Game Studios ,Bethesda Softworks ,Não,20880,Overwhelmingly Positive,1,Sim,Não,11 Sep 2007,5,5,5,,,,,"32,99"
Rise of the Tomb Raider™,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes software ","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux) ",Não,68520,Very Positive,3,Sim,Sim,9 Feb 2016,14,12,14,INTEL-CORE-I7-3770K,8,NVIDIA-GTX-980,25,"85,00"
NARUTO: Ultimate Ninja STORM,CyberConnect2 Co. Ltd. ,BANDAI NAMCO Entertainment ,Não,1910,Mostly Positive,1,Sim,Sim,25 Aug 2017,5,2,5,,,,,"79,90"
Outlast 2,Red Barrels ,Red Barrels ,Sim,17986,Very Positive,1,Sim,Sim,25 Apr 2017,10,2,10,outros,8,NVIDIA-GEFORCE-GTX-660,30,"57,99"
NEKOPARA Vol. 4,NEKO WORKs ,Sekai Project ,Sim,3377,Overwhelmingly Positive,1,Sim,Não,26 Nov 2020,3,1,3,outros,4,outros,6,"20,69"
Game Dev Tycoon,Greenheart Games ,Greenheart Games ,Sim,30420,Overwhelmingly Positive,3,Sim,Não,29 Aug 2013,17,0,0,,4,outros,,"19,99"
Sonic Mania,"Christian Whitehead, Headcannon, PagodaWest Games ",SEGA ,Não,12378,Overwhelmingly Positive,1,Sim,Sim,29 Aug 2017,9,0,0,,,,,"36,99"
Lonely Mountains: Downhill,Megagon Industries ,Thunderful Publishing ,Sim,774,Very Positive,2,Sim,Sim,23 Oct 2019,12,0,0,INTEL-CORE-I5-4690,4,NVIDIA-GEFORCE-GTX-950,1,"21,08"
DOOM,id Software ,Bethesda Softworks ,Não,85468,Overwhelmingly Positive,1,Sim,Sim,12 May 2016,10,9,10,INTEL-CORE-I7-3770,8,NVIDIA-GTX-970,55,"61,50"
Train Sim World® 2,Dovetail Games ,Dovetail Games - TSW ,Não,1568,Very Positive,1,Sim,Sim,20 Aug 2020,8,3,8,INTEL-CORE-I7-4790,8,NVIDIA-GEFORCE-GTX-970,20,"93,99"
Hellblade: Senua's Sacrifice,Ninja Theory ,Ninja Theory ,Sim,34700,Very Positive,1,Sim,Não,8 Aug 2017,20,1,20,,,,,"55,99"
Stranded Deep,Beam Team Games ,Beam Team Pty Ltd ,Sim,26368,Very Positive,3,Sim,Sim,23 Jan 2015,1,1,0,,4,outros,1,"27,99"
